date_time,measurement_number,temp_C,relative_hum_NaCl,relative_hum_Ice
2018-12-19 00:00:00,11549,-20.167,53.306,64.41
2018-12-19 00:15:00,11550,-20.073,53.239,64.29
2018-12-19 00:30:00,11551,-19.839,53.167,64.06
2018-12-19 00:45:00,11552,-19.7,53.189,63.99
2018-12-19 01:00:00,11553,-19.469,53.389,64.04
2018-12-19 01:15:00,11554,-19.103,53.556,63.97
2018-12-19 01:30:00,11555,-18.787,53.797,64.01
2018-12-19 01:45:00,11556,-18.607,53.989,64.08
2018-12-19 02:00:00,11557,-18.385,54.242,64.19
2018-12-19 02:15:00,11558,-18.296,54.583,64.48
2018-12-19 02:30:00,11559,-18.12,55.02,64.80
2018-12-19 02:45:00,11560,-18.032,55.496,65.22
2018-12-19 03:00:00,11561,-17.988,56.153,65.85
2018-12-19 03:15:00,11562,-18.032,56.929,66.65
2018-12-19 03:30:00,11563,-18.076,57.702,67.45
2018-12-19 03:45:00,11564,-18.076,58.56,68.31
2018-12-19 04:00:00,11565,-18.032,59.423,69.14
2018-12-19 04:15:00,11566,-18.076,60.213,69.96
2018-12-19 04:30:00,11567,-17.944,60.953,70.62
2018-12-19 04:45:00,11568,-17.988,61.686,71.38
2018-12-19 05:00:00,11569,-17.944,62.247,71.91
2018-12-19 05:15:00,11570,-17.901,62.808,72.44
2018-12-19 05:30:00,11571,-17.988,63.264,72.96
2018-12-19 05:45:00,11572,-18.164,63.571,73.38
2018-12-19 06:00:00,11573,-18.252,63.764,73.63
2018-12-19 06:15:00,11574,-18.252,63.894,73.76
2018-12-19 06:30:00,11575,-18.385,64.13,74.08
2018-12-19 06:45:00,11576,-18.474,64.321,74.33
2018-12-19 07:00:00,11577,-18.697,64.487,74.64
2018-12-19 07:15:00,11578,-18.967,64.617,74.95
2018-12-19 07:30:00,11579,-19.103,64.565,74.98
2018-12-19 07:45:00,11580,-19.377,64.486,75.08
2018-12-19 08:00:00,11581,-19.654,64.407,75.18
2018-12-19 08:15:00,11582,-19.933,64.354,75.31
2018-12-19 08:30:00,11583,-20.12,64.318,75.40
2018-12-19 08:45:00,11584,-20.356,64.273,75.50
2018-12-19 09:00:00,11585,-20.547,64.314,75.67
2018-12-19 09:15:00,11586,-20.738,64.226,75.71
2018-12-19 09:30:00,11587,-21.028,64.015,75.68
2018-12-19 09:45:00,11588,-21.223,63.901,75.70
2018-12-19 10:00:00,11589,-21.469,63.828,75.78
2018-12-19 10:15:00,11590,-21.716,63.807,75.92
2018-12-19 10:30:00,11591,-22.016,63.75,76.06
2018-12-19 10:45:00,11592,-22.371,63.836,76.38
2018-12-19 11:00:00,11593,-22.833,63.825,76.67
2018-12-19 11:15:00,11594,-23.409,63.817,77.03
2018-12-19 11:30:00,11595,-23.781,63.873,77.33
2018-12-19 11:45:00,11596,-24.105,63.989,77.66
2018-12-19 12:00:00,11597,-24.433,64.13,78.01
2018-12-19 12:15:00,11598,-24.709,64.305,78.37
2018-12-19 12:30:00,11599,-24.932,64.439,78.64
2018-12-19 12:45:00,11600,-25.214,64.587,78.98
2018-12-19 13:00:00,11601,-25.441,64.744,79.28
2018-12-19 13:15:00,11602,-25.728,64.839,79.56
2018-12-19 13:30:00,11603,-26.019,64.908,79.82
2018-12-19 13:45:00,11604,-26.253,64.963,80.03
2018-12-19 14:00:00,11605,-26.49,65.067,80.29
2018-12-19 14:15:00,11606,-26.609,65.143,80.44
2018-12-19 14:30:00,11607,-26.669,65.307,80.64
2018-12-19 14:45:00,11608,-26.789,65.408,80.82
2018-12-19 15:00:00,11609,-26.91,65.459,80.95
2018-12-19 15:15:00,11610,-27.031,65.46,81.03
2018-12-19 15:30:00,11611,-27.214,65.424,81.11
2018-12-19 15:45:00,11612,-27.398,65.337,81.15
2018-12-19 16:00:00,11613,-27.646,65.213,81.18
2018-12-19 16:15:00,11614,-27.833,65.176,81.27
2018-12-19 16:30:00,11615,-27.959,65.126,81.30
2018-12-19 16:45:00,11616,-28.213,64.976,81.31
2018-12-19 17:00:00,11617,-28.469,64.8,81.30
2018-12-19 17:15:00,11618,-28.727,64.674,81.35
2018-12-19 17:30:00,11619,-28.858,64.624,81.38
2018-12-19 17:45:00,11620,-28.923,64.586,81.39
2018-12-19 18:00:00,11621,-28.989,64.523,81.37
2018-12-19 18:15:00,11622,-28.989,64.498,81.34
2018-12-19 18:30:00,11623,-28.923,64.486,81.29
2018-12-19 18:45:00,11624,-28.858,64.524,81.28
2018-12-19 19:00:00,11625,-28.727,64.55,81.22
2018-12-19 19:15:00,11626,-28.598,64.6,81.19
2018-12-19 19:30:00,11627,-28.404,64.638,81.10
2018-12-19 19:45:00,11628,-28.213,64.626,80.96
2018-12-19 20:00:00,11629,-27.959,64.626,80.80
2018-12-19 20:15:00,11630,-27.833,64.626,80.72
2018-12-19 20:30:00,11631,-27.708,64.626,80.64
2018-12-19 20:45:00,11632,-27.584,64.6,80.53
2018-12-19 21:00:00,11633,-27.398,64.612,80.42
2018-12-19 21:15:00,11634,-27.214,64.623,80.31
2018-12-19 21:30:00,11635,-27.031,64.659,80.23
2018-12-19 21:45:00,11636,-26.789,64.706,80.12
2018-12-19 22:00:00,11637,-26.609,64.742,80.04
2018-12-19 22:15:00,11638,-26.253,64.787,79.85
2018-12-19 22:30:00,11639,-26.019,64.833,79.75
2018-12-19 22:45:00,11640,-25.728,64.865,79.59
2018-12-19 23:00:00,11641,-25.498,64.91,79.48
2018-12-19 23:15:00,11642,-25.27,64.955,79.38
2018-12-19 23:30:00,11643,-24.988,65.01,79.25
2018-12-19 23:45:00,11644,-24.654,65.101,79.13
2018-12-20 00:00:00,11645,-24.488,65.209,79.13
2018-12-20 00:15:00,11646,-24.269,65.278,79.05
2018-12-20 00:30:00,11647,-24.051,65.397,79.03
2018-12-20 00:45:00,11648,-24.051,65.473,79.11
2018-12-20 01:00:00,11649,-23.781,65.475,78.93
2018-12-20 01:15:00,11650,-23.462,65.614,78.86
2018-12-20 01:30:00,11651,-23.25,65.757,78.87
2018-12-20 01:45:00,11652,-22.989,65.936,78.88
2018-12-20 02:00:00,11653,-22.729,65.937,78.71
2018-12-20 02:15:00,11654,-22.32,66.043,78.55
2018-12-20 02:30:00,11655,-22.016,66.103,78.41
2018-12-20 02:45:00,11656,-21.766,66.076,78.22
2018-12-20 03:00:00,11657,-21.321,66.164,78.02
2018-12-20 03:15:00,11658,-20.98,66.309,77.95
2018-12-20 03:30:00,11659,-20.738,66.407,77.89
2018-12-20 03:45:00,11660,-20.499,66.429,77.75
2018-12-20 04:00:00,11661,-20.12,66.325,77.40
2018-12-20 04:15:00,11662,-19.979,66.251,77.24
2018-12-20 04:30:00,11663,-19.607,66.067,76.81
2018-12-20 04:45:00,11664,-19.24,65.934,76.44
2018-12-20 05:00:00,11665,-19.149,65.9,76.35
2018-12-20 05:15:00,11666,-19.103,65.78,76.20
2018-12-20 05:30:00,11667,-18.877,65.721,75.99
2018-12-20 05:45:00,11668,-18.607,65.851,75.95
2018-12-20 06:00:00,11669,-18.385,66.024,75.97
2018-12-20 06:15:00,11670,-18.164,66.196,76.00
2018-12-20 06:30:00,11671,-18.34,66.471,76.39
2018-12-20 06:45:00,11672,-18.429,66.582,76.56
2018-12-20 07:00:00,11673,-18.252,66.411,76.27
2018-12-20 07:15:00,11674,-18.208,66.394,76.23
2018-12-20 07:30:00,11675,-18.563,66.453,76.52
2018-12-20 07:45:00,11676,-18.787,66.203,76.41
2018-12-20 08:00:00,11677,-18.922,65.996,76.30
2018-12-20 08:15:00,11678,-18.967,66.038,76.37
2018-12-20 08:30:00,11679,-19.149,65.874,76.32
2018-12-20 08:45:00,11680,-19.285,65.822,76.36
2018-12-20 09:00:00,11681,-19.24,65.805,76.31
2018-12-20 09:15:00,11682,-19.24,65.676,76.18
2018-12-20 09:30:00,11683,-19.194,65.556,76.03
2018-12-20 09:45:00,11684,-19.746,65.68,76.51
2018-12-20 10:00:00,11685,-19.979,65.634,76.62
2018-12-20 10:15:00,11686,-19.7,65.432,76.24
2018-12-20 10:30:00,11687,-18.967,65.755,76.08
2018-12-20 10:45:00,11688,-18.922,66.022,76.32
2018-12-20 11:00:00,11689,-19.058,65.969,76.36
2018-12-20 11:15:00,11690,-19.24,65.908,76.41
2018-12-20 11:30:00,11691,-19.561,65.819,76.53
2018-12-20 11:45:00,11692,-19.331,66.019,76.58
2018-12-20 12:00:00,11693,-19.058,66.432,76.82
2018-12-20 12:15:00,11694,-18.967,67.066,77.39
2018-12-20 12:30:00,11695,-19.058,67.611,78.00
2018-12-20 12:45:00,11696,-19.377,67.93,78.53
2018-12-20 13:00:00,11697,-19.979,68.164,79.15
2018-12-20 13:15:00,11698,-20.738,68.035,79.51
2018-12-20 13:30:00,11699,-21.617,67.679,79.73
2018-12-20 13:45:00,11700,-22.833,67.307,80.15
2018-12-20 14:00:00,11701,-23.997,66.87,80.47
2018-12-20 14:15:00,11702,-25.101,66.372,80.69
2018-12-20 14:30:00,11703,-26.371,65.441,80.58
2018-12-20 14:45:00,11704,-27.584,64.6,80.53
2018-12-20 15:00:00,11705,-28.792,63.888,80.60
2018-12-20 15:15:00,11706,-29.722,63.307,80.63
2018-12-20 15:30:00,11707,-30.34,62.713,80.43
2018-12-20 15:45:00,11708,-30.619,62.409,80.31
2018-12-20 16:00:00,11709,-30.973,62.141,80.27
2018-12-20 16:15:00,11710,-31.333,61.973,80.34
2018-12-20 16:30:00,11711,-31.772,61.689,80.34
2018-12-20 16:45:00,11712,-32.369,61.376,80.42
2018-12-20 17:00:00,11713,-32.983,60.986,80.42
2018-12-20 17:15:00,11714,-33.534,60.683,80.48
2018-12-20 17:30:00,11715,-33.936,60.433,80.49
2018-12-20 17:45:00,11716,-34.262,60.247,80.52
2018-12-20 18:00:00,11717,-34.427,60.092,80.47
2018-12-20 18:15:00,11718,-34.677,59.996,80.54
2018-12-20 18:30:00,11719,-34.761,59.831,80.43
2018-12-20 18:45:00,11720,-34.761,59.756,80.35
2018-12-20 19:00:00,11721,-34.593,59.637,80.12
2018-12-20 19:15:00,11722,-34.262,59.524,79.79
2018-12-20 19:30:00,11723,-33.936,59.559,79.62
2018-12-20 19:45:00,11724,-33.296,59.552,79.19
2018-12-20 20:00:00,11725,-32.828,59.663,79.00
2018-12-20 20:15:00,11726,-32.521,59.845,78.98
2018-12-20 20:30:00,11727,-31.92,60.082,78.83
2018-12-20 20:45:00,11728,-31.045,60.37,78.55
2018-12-20 21:00:00,11729,-30.34,60.577,78.30
2018-12-20 21:15:00,11730,-29.386,60.703,77.80
2018-12-20 21:30:00,11731,-28.469,60.797,77.30
2018-12-20 21:45:00,11732,-27.398,60.919,76.73
2018-12-20 22:00:00,11733,-26.849,61.123,76.57
2018-12-20 22:15:00,11734,-26.253,60.951,76.02
2018-12-20 22:30:00,11735,-25.441,60.818,75.35
2018-12-20 22:45:00,11736,-25.157,60.999,75.35
2018-12-20 23:00:00,11737,-24.323,60.843,74.65
2018-12-20 23:15:00,11738,-24.214,60.992,74.73
2018-12-20 23:30:00,11739,-24.654,61.169,75.19
2018-12-20 23:45:00,11740,-24.105,61.193,74.86
2018-12-21 00:00:00,11741,-23.781,61.588,75.05
2018-12-21 00:15:00,11742,-22.524,61.587,74.23
2018-12-21 00:30:00,11743,-21.223,61.462,73.26
2018-12-21 00:45:00,11744,-20.262,61.272,72.44
2018-12-21 01:00:00,11745,-19.285,60.923,71.46
2018-12-21 01:15:00,11746,-18.518,60.691,70.73
2018-12-21 01:30:00,11747,-18.12,60.524,70.30
2018-12-21 01:45:00,11748,-18.787,60.775,70.99
2018-12-21 02:00:00,11749,-18.518,60.797,70.83
2018-12-21 02:15:00,11750,-18.164,60.755,70.56
2018-12-21 02:30:00,11751,-17.553,60.572,69.98
2018-12-21 02:45:00,11752,-16.997,60.085,69.13
2018-12-21 03:00:00,11753,-16.87,59.787,68.75
2018-12-21 03:15:00,11754,-17.338,59.598,68.87
2018-12-21 03:30:00,11755,-17.467,59.415,68.77
2018-12-21 03:45:00,11756,-17.64,59.331,68.80
2018-12-21 04:00:00,11757,-17.683,59.27,68.76
2018-12-21 04:15:00,11758,-17.683,59.324,68.82
2018-12-21 04:30:00,11759,-17.64,59.385,68.85
2018-12-21 04:45:00,11760,-17.597,59.365,68.80
2018-12-21 05:00:00,11761,-17.683,59.617,69.11
2018-12-21 05:15:00,11762,-17.77,59.815,69.37
2018-12-21 05:30:00,11763,-17.77,60.081,69.63
2018-12-21 05:45:00,11764,-17.683,60.283,69.78
2018-12-21 06:00:00,11765,-17.683,60.416,69.91
2018-12-21 06:15:00,11766,-17.64,60.503,69.97
2018-12-21 06:30:00,11767,-17.77,60.507,70.06
2018-12-21 06:45:00,11768,-17.813,60.526,70.10
2018-12-21 07:00:00,11769,-17.944,60.502,70.17
2018-12-21 07:15:00,11770,-18.076,60.479,70.23
2018-12-21 07:30:00,11771,-18.252,60.527,70.39
2018-12-21 07:45:00,11772,-18.474,60.62,70.63
2018-12-21 08:00:00,11773,-18.787,60.802,71.01
2018-12-21 08:15:00,11774,-18.877,60.917,71.19
2018-12-21 08:30:00,11775,-19.103,60.903,71.32
2018-12-21 08:45:00,11776,-19.377,60.775,71.37
2018-12-21 09:00:00,11777,-19.654,60.777,71.55
2018-12-21 09:15:00,11778,-19.793,60.805,71.67
2018-12-21 09:30:00,11779,-20.12,60.825,71.90
2018-12-21 09:45:00,11780,-20.12,60.798,71.88
2018-12-21 10:00:00,11781,-20.69,60.774,72.22
2018-12-21 10:15:00,11782,-20.883,60.739,72.31
2018-12-21 10:30:00,11783,-21.272,60.512,72.34
2018-12-21 10:45:00,11784,-21.223,60.075,71.87
2018-12-21 11:00:00,11785,-21.321,60.162,72.02
2018-12-21 11:15:00,11786,-22.016,60.273,72.58
2018-12-21 11:30:00,11787,-22.524,60.547,73.19
2018-12-21 11:45:00,11788,-22.524,61.12,73.76
2018-12-21 12:00:00,11789,-22.117,61.766,74.14
2018-12-21 12:15:00,11790,-22.218,62.24,74.68
2018-12-21 12:30:00,11791,-22.524,62.494,75.13
2018-12-21 12:45:00,11792,-22.678,62.62,75.36
2018-12-21 13:00:00,11793,-23.041,62.577,75.55
2018-12-21 13:15:00,11794,-23.621,62.494,75.85
2018-12-21 13:30:00,11795,-24.105,62.403,76.07
2018-12-21 13:45:00,11796,-24.543,62.295,76.25
2018-12-21 14:00:00,11797,-24.876,62.258,76.43
2018-12-21 14:15:00,11798,-25.157,62.334,76.69
2018-12-21 14:30:00,11799,-25.384,62.368,76.87
2018-12-21 14:45:00,11800,-25.556,62.361,76.97
2018-12-21 15:00:00,11801,-25.671,62.39,77.08
2018-12-21 15:15:00,11802,-25.902,62.346,77.18
2018-12-21 15:30:00,11803,-26.136,62.353,77.34
2018-12-21 15:45:00,11804,-26.431,62.323,77.50
2018-12-21 16:00:00,11805,-26.669,62.278,77.61
2018-12-21 16:15:00,11806,-26.91,62.182,77.67
2018-12-21 16:30:00,11807,-27.214,62.099,77.79
2018-12-21 16:45:00,11808,-27.46,62.002,77.85
2018-12-21 17:00:00,11809,-27.646,61.941,77.91
2018-12-21 17:15:00,11810,-27.833,61.881,77.97
2018-12-21 17:30:00,11811,-27.959,61.857,78.03
2018-12-21 17:45:00,11812,-28.213,61.911,78.25
2018-12-21 18:00:00,11813,-28.598,61.914,78.50
2018-12-21 18:15:00,11814,-29.055,61.954,78.84
2018-12-21 18:30:00,11815,-29.386,61.815,78.92
2018-12-21 18:45:00,11816,-29.587,61.55,78.78
2018-12-21 19:00:00,11817,-30.063,61.335,78.88
2018-12-21 19:15:00,11818,-30.549,61.042,78.90
2018-12-21 19:30:00,11819,-30.973,60.61,78.74
2018-12-21 19:45:00,11820,-31.405,60.127,78.54
2018-12-21 20:00:00,11821,-31.624,59.784,78.34
2018-12-21 20:15:00,11822,-31.772,59.504,78.16
2018-12-21 20:30:00,11823,-32.069,59.324,78.17
2018-12-21 20:45:00,11824,-31.772,59.176,77.83
2018-12-21 21:00:00,11825,-31.551,59.241,77.75
2018-12-21 21:15:00,11826,-30.69,59.322,77.27
2018-12-21 21:30:00,11827,-29.32,59.597,76.66
2018-12-21 21:45:00,11828,-28.598,60.188,76.78
2018-12-21 22:00:00,11829,-28.022,60.65,76.86
2018-12-21 22:15:00,11830,-27.584,61.114,77.04
2018-12-21 22:30:00,11831,-26.849,61.557,77.01
2018-12-21 22:45:00,11832,-26.077,61.854,76.80
2018-12-21 23:00:00,11833,-25.613,62.12,76.77
2018-12-21 23:15:00,11834,-25.214,62.221,76.61
2018-12-21 23:30:00,11835,-24.988,62.314,76.56
2018-12-21 23:45:00,11836,-24.598,62.311,76.30
2018-12-22 00:00:00,11837,-24.214,62.28,76.02
2018-12-22 00:15:00,11838,-23.835,62.274,75.77
2018-12-22 00:30:00,11839,-23.409,62.276,75.49
2018-12-22 00:45:00,11840,-22.885,62.271,75.15
2018-12-22 01:00:00,11841,-22.473,62.322,74.93
2018-12-22 01:15:00,11842,-22.016,62.33,74.64
2018-12-22 01:30:00,11843,-21.716,62.308,74.42
2018-12-22 01:45:00,11844,-21.223,62.348,74.14
2018-12-22 02:00:00,11845,-20.883,62.281,73.85
2018-12-22 02:15:00,11846,-20.451,62.126,73.42
2018-12-22 02:30:00,11847,-20.073,62.013,73.06
2018-12-22 02:45:00,11848,-19.793,61.934,72.80
2018-12-22 03:00:00,11849,-19.607,61.889,72.63
2018-12-22 03:15:00,11850,-19.149,61.606,72.05
2018-12-22 03:30:00,11851,-18.967,61.376,71.70
2018-12-22 03:45:00,11852,-18.787,61.171,71.38
2018-12-22 04:00:00,11853,-18.697,61.082,71.24
2018-12-22 04:15:00,11854,-18.563,60.921,70.99
2018-12-22 04:30:00,11855,-18.34,60.776,70.70
2018-12-22 04:45:00,11856,-18.34,60.749,70.67
2018-12-22 05:00:00,11857,-18.076,60.77,70.52
2018-12-22 05:15:00,11858,-17.857,60.704,70.31
2018-12-22 05:30:00,11859,-17.901,60.616,70.25
2018-12-22 05:45:00,11860,-17.813,60.526,70.10
2018-12-22 06:00:00,11861,-17.727,60.541,70.06
2018-12-22 06:15:00,11862,-17.553,60.625,70.03
2018-12-22 06:30:00,11863,-17.64,60.636,70.10
2018-12-22 06:45:00,11864,-17.901,60.484,70.12
2018-12-22 07:00:00,11865,-17.857,60.889,70.50
2018-12-22 07:15:00,11866,-17.683,61.159,70.65
2018-12-22 07:30:00,11867,-17.813,61.241,70.82
2018-12-22 07:45:00,11868,-17.901,61.305,70.94
2018-12-22 08:00:00,11869,-17.901,61.437,71.07
2018-12-22 08:15:00,11870,-18.164,61.495,71.30
2018-12-22 08:30:00,11871,-18.12,61.477,71.26
2018-12-22 08:45:00,11872,-17.988,61.606,71.30
2018-12-22 09:00:00,11873,-18.429,61.605,71.58
2018-12-22 09:15:00,11874,-19.012,61.473,71.83
2018-12-22 09:30:00,11875,-19.515,61.25,71.93
2018-12-22 09:45:00,11876,-19.607,61.312,72.06
2018-12-22 10:00:00,11877,-19.746,61.497,72.33
2018-12-22 10:15:00,11878,-19.839,61.663,72.56
2018-12-22 10:30:00,11879,-19.886,61.917,72.84
2018-12-22 10:45:00,11880,-20.167,62.074,73.18
2018-12-22 11:00:00,11881,-20.595,61.969,73.36
2018-12-22 11:15:00,11882,-20.786,61.96,73.47
2018-12-22 11:30:00,11883,-21.125,62.027,73.76
2018-12-22 11:45:00,11884,-21.37,62.086,73.98
2018-12-22 12:00:00,11885,-21.617,62.119,74.17
2018-12-22 12:15:00,11886,-21.816,62.185,74.37
2018-12-22 12:30:00,11887,-22.016,62.252,74.56
2018-12-22 12:45:00,11888,-22.218,62.318,74.76
2018-12-22 13:00:00,11889,-22.371,62.393,74.93
2018-12-22 13:15:00,11890,-22.626,62.5,75.21
2018-12-22 13:30:00,11891,-22.833,62.616,75.46
2018-12-22 13:45:00,11892,-22.781,62.678,75.49
2018-12-22 14:00:00,11893,-22.729,62.816,75.59
2018-12-22 14:15:00,11894,-22.678,63.032,75.77
2018-12-22 14:30:00,11895,-22.729,63.151,75.92
2018-12-22 14:45:00,11896,-22.833,63.209,76.05
2018-12-22 15:00:00,11897,-22.937,63.163,76.07
2018-12-22 15:15:00,11898,-23.145,63.149,76.19
2018-12-22 15:30:00,11899,-23.568,63.095,76.41
2018-12-22 15:45:00,11900,-23.889,62.931,76.46
2018-12-22 16:00:00,11901,-24.323,62.798,76.61
2018-12-22 16:15:00,11902,-24.543,62.654,76.61
2018-12-22 16:30:00,11903,-24.765,62.612,76.71
2018-12-22 16:45:00,11904,-25.101,62.677,76.99
2018-12-22 17:00:00,11905,-25.214,62.706,77.10
2018-12-22 17:15:00,11906,-25.671,62.798,77.48
2018-12-22 17:30:00,11907,-26.019,62.859,77.77
2018-12-22 17:45:00,11908,-26.609,62.721,78.02
2018-12-22 18:00:00,11909,-27.214,62.454,78.14
2018-12-22 18:15:00,11910,-27.708,62.259,78.27
2018-12-22 18:30:00,11911,-28.213,62.113,78.45
2018-12-22 18:45:00,11912,-28.727,61.915,78.59
2018-12-22 19:00:00,11913,-29.187,61.727,78.70
2018-12-22 19:15:00,11914,-29.587,61.525,78.76
2018-12-22 19:30:00,11915,-29.927,61.285,78.74
2018-12-22 19:45:00,11916,-29.927,61.134,78.59
2018-12-22 20:00:00,11917,-29.858,61.02,78.43
2018-12-22 20:15:00,11918,-29.927,61.033,78.49
2018-12-22 20:30:00,11919,-29.79,61.008,78.37
2018-12-22 20:45:00,11920,-30.063,61.032,78.57
2018-12-22 21:00:00,11921,-30.063,60.931,78.47
2018-12-22 21:15:00,11922,-29.79,60.932,78.30
2018-12-22 21:30:00,11923,-29.386,61.108,78.21
2018-12-22 21:45:00,11924,-28.792,61.169,77.88
2018-12-22 22:00:00,11925,-27.584,61.47,77.40
2018-12-22 22:15:00,11926,-26.729,62.114,77.49
2018-12-22 22:30:00,11927,-25.96,62.769,77.64
2018-12-22 22:45:00,11928,-24.654,63.349,77.37
2018-12-22 23:00:00,11929,-22.885,63.866,76.74
2018-12-22 23:15:00,11930,-21.174,64.451,76.21
2018-12-22 23:30:00,11931,-20.786,64.629,76.14
2018-12-22 23:45:00,11932,-20.499,64.039,75.36
2018-12-23 00:00:00,11933,-20.404,63.617,74.88
2018-12-23 00:15:00,11934,-19.793,63.239,74.10
2018-12-23 00:30:00,11935,-19.331,62.96,73.53
2018-12-23 00:45:00,11936,-18.697,62.608,72.76
2018-12-23 01:00:00,11937,-18.34,61.911,71.83
2018-12-23 01:15:00,11938,-17.988,61.263,70.96
2018-12-23 01:30:00,11939,-18.164,60.702,70.51
2018-12-23 01:45:00,11940,-17.944,59.864,69.53
2018-12-23 02:00:00,11941,-17.727,59.209,68.73
2018-12-23 02:15:00,11942,-17.553,58.65,68.06
2018-12-23 02:30:00,11943,-17.597,58.187,67.63
2018-12-23 02:45:00,11944,-17.082,57.898,67.00
2018-12-23 03:00:00,11945,-16.534,57.451,66.20
2018-12-23 03:15:00,11946,-15.791,57.278,65.54
2018-12-23 03:30:00,11947,-15.587,57.013,65.14
2018-12-23 03:45:00,11948,-14.984,56.677,64.42
2018-12-23 04:00:00,11949,-14.667,56.21,63.74
2018-12-23 04:15:00,11950,-14.826,55.856,63.49
2018-12-23 04:30:00,11951,-14.628,55.614,63.12
2018-12-23 04:45:00,11952,-15.064,55.735,63.53
2018-12-23 05:00:00,11953,-15.224,55.927,63.82
2018-12-23 05:15:00,11954,-15.224,55.982,63.88
2018-12-23 05:30:00,11955,-14.589,56.004,63.49
2018-12-23 05:45:00,11956,-13.657,55.744,62.62
2018-12-23 06:00:00,11957,-13.126,55.499,62.03
2018-12-23 06:15:00,11958,-12.938,54.948,61.36
2018-12-23 06:30:00,11959,-12.454,54.526,60.62
2018-12-23 06:45:00,11960,-12.306,54.41,60.41
2018-12-23 07:00:00,11961,-12.714,54.095,60.36
2018-12-23 07:15:00,11962,-12.454,53.997,60.09
2018-12-23 07:30:00,11963,-12.454,54.108,60.20
2018-12-23 07:45:00,11964,-12.454,53.885,59.98
2018-12-23 08:00:00,11965,-13.05,53.764,60.25
2018-12-23 08:15:00,11966,-14.353,54.418,61.75
2018-12-23 08:30:00,11967,-14.826,54.922,62.56
2018-12-23 08:45:00,11968,-15.425,55.484,63.51
2018-12-23 09:00:00,11969,-15.547,55.929,64.03
2018-12-23 09:15:00,11970,-16.037,56.231,64.66
2018-12-23 09:30:00,11971,-15.954,56.734,65.10
2018-12-23 09:45:00,11972,-16.078,57.311,65.76
2018-12-23 10:00:00,11973,-15.954,57.711,66.08
2018-12-23 10:15:00,11974,-16.119,58.089,66.57
2018-12-23 10:30:00,11975,-16.119,58.467,66.94
2018-12-23 10:45:00,11976,-12.938,58.685,65.09
2018-12-23 11:00:00,11977,-10.511,59.73,64.56
2018-12-23 11:15:00,11978,-9.816,60.069,64.45
2018-12-23 11:30:00,11979,-10.266,59.882,64.55
2018-12-23 11:45:00,11980,-10.336,60.662,65.38
2018-12-23 12:00:00,11981,-10.162,61.347,65.95
2018-12-23 12:15:00,11982,-10.336,61.942,66.66
2018-12-23 12:30:00,11983,-11.361,62.757,68.14
2018-12-23 12:45:00,11984,-12.123,62.861,68.74
2018-12-23 13:00:00,11985,-13.428,63.264,69.99
2018-12-23 13:15:00,11986,-14.945,62.931,70.65
2018-12-23 13:30:00,11987,-16.492,62.488,71.21
2018-12-23 13:45:00,11988,-17.21,62.461,71.65
2018-12-23 14:00:00,11989,-18.164,63.074,72.88
2018-12-23 14:15:00,11990,-19.194,63.012,73.49
2018-12-23 14:30:00,11991,-20.073,63.004,74.05
2018-12-23 14:45:00,11992,-20.883,63.06,74.63
2018-12-23 15:00:00,11993,-21.518,63.329,75.32
2018-12-23 15:15:00,11994,-22.626,63.016,75.72
2018-12-23 15:30:00,11995,-23.568,62.504,75.82
2018-12-23 15:45:00,11996,-24.214,62.408,76.15
2018-12-23 16:00:00,11997,-25.101,62.702,77.02
2018-12-23 16:15:00,11998,-26.077,62.492,77.44
2018-12-23 16:30:00,11999,-27.092,61.893,77.50
2018-12-23 16:45:00,12000,-27.092,61.256,76.87
2018-12-23 17:00:00,12001,-26.789,61.313,76.73
2018-12-23 17:15:00,12002,-26.49,61.522,76.74
2018-12-23 17:30:00,12003,-26.077,61.803,76.75
2018-12-23 17:45:00,12004,-26.253,62.178,77.24
2018-12-23 18:00:00,12005,-26.136,62.379,77.37
2018-12-23 18:15:00,12006,-25.96,62.539,77.41
2018-12-23 18:30:00,12007,-25.671,62.62,77.31
2018-12-23 18:45:00,12008,-26.077,62.899,77.85
2018-12-23 19:00:00,12009,-26.136,62.735,77.72
2018-12-23 19:15:00,12010,-26.019,62.579,77.49
2018-12-23 19:30:00,12011,-26.312,62.473,77.58
2018-12-23 19:45:00,12012,-26.371,62.207,77.35
2018-12-23 20:00:00,12013,-26.371,61.978,77.12
2018-12-23 20:15:00,12014,-26.609,61.882,77.18
2018-12-23 20:30:00,12015,-26.729,61.579,76.95
2018-12-23 20:45:00,12016,-26.789,61.466,76.88
2018-12-23 21:00:00,12017,-26.97,61.33,76.86
2018-12-23 21:15:00,12018,-27.214,61.234,76.92
2018-12-23 21:30:00,12019,-27.214,61.081,76.77
2018-12-23 21:45:00,12020,-27.092,61.001,76.61
2018-12-23 22:00:00,12021,-26.849,61.046,76.50
2018-12-23 22:15:00,12022,-26.077,61.086,76.04
2018-12-23 22:30:00,12023,-24.876,61.257,75.43
2018-12-23 22:45:00,12024,-23.568,61.705,75.02
2018-12-23 23:00:00,12025,-22.371,62.341,74.88
2018-12-23 23:15:00,12026,-22.168,62.767,75.18
2018-12-23 23:30:00,12027,-21.916,62.737,74.98
2018-12-23 23:45:00,12028,-21.816,62.73,74.91
2018-12-24 00:00:00,12029,-21.077,62.531,74.23
